anime_id,name,genre,type,episodes,rating,members
6946,Mudazumo Naki Kaikaku: The Legend of Koizumi,"Comedy, Game, Parody, Seinen",OVA,3,7.11,8682
10659,Naruto Soyokazeden Movie: Naruto to Mashin to Mitsu no Onegai Dattebayo!!,"Action, Comedy, Martial Arts, Shounen, Super Power",Movie,1,7.11,25174
3424,Porphy no Nagai Tabi,"Drama, Historical, Kids, Slice of Life",TV,52,7.11,1335
941,Renkin San-kyuu Magical? Pokaan,"Comedy, Ecchi, Magic, Parody, Vampire",TV,12,7.11,17273
2713,Rockman.EXE Beast+,"Action, Adventure, Game, Mecha, Sci-Fi, Shounen",TV,26,7.11,3224
11487,Sekiranun Graffiti,Music,Music,1,7.11,4014
23233,Shinmai Maou no Testament,"Action, Demons, Ecchi, Fantasy, Harem, Romance",TV,12,7.11,172321
32105,Sousei no Onmyouji,"Action, Fantasy, Shounen, Supernatural",TV,50,7.11,128869
1857,Taiyou no Mokushiroku: A Spirit of the Sun,"Drama, Sci-Fi",Special,2,7.11,1433
7014,Tezuka Osamu no Buddha: Akai Sabaku yo! Utsukushiku,"Drama, Historical, Military, Supernatural",Movie,1,7.11,4812
20969,Tezuka Osamu no Buddha: Owarinaki Tabi,"Drama, Historical, Supernatural",Movie,1,7.11,1468
27509,Toaru Majutsu no Index 10th Anniversary PV,"Action, Comedy, Magic, Sci-Fi, Super Power",Special,1,7.11,5052
5955,Toaru Majutsu no Index-tan,"Comedy, Parody",Special,2,7.11,32949
3754,Tongari Boushi no Memole,"Fantasy, Magic, Shoujo",TV,50,7.11,1009
3072,Uchuu Senkan Yamato: Kanketsu-hen,"Action, Adventure, Drama, Military, Sci-Fi, Space",Movie,1,7.11,1609
1514,UFO Princess Valkyrie 3: Seiresetsu no Hanayome,"Comedy, Magic, Romance, Sci-Fi",OVA,6,7.11,4764
15933,Vassalord.,"Action, Comedy, Fantasy, Mystery, Shounen Ai, Supernatural, Vampire",OVA,1,7.11,15114
5342,Asura Cryin&#039;,"Action, Mecha, Supernatural",TV,13,7.10,68608
596,Chobits: Chibits,"Comedy, Romance",Special,1,7.10,35513
1953,Code Geass: Hangyaku no Lelouch Picture Drama,"Comedy, School, Slice of Life",Special,9,7.10,33004
930,Densetsu Kyojin Ideon,"Drama, Mecha, Sci-Fi, Space",TV,39,7.10,5517
859,Digimon Savers,"Adventure, Comedy, Drama, Fantasy, Shounen",TV,48,7.10,41021
3032,Digimon Tamers: Boukensha-tachi no Tatakai,"Adventure, Drama, Sci-Fi, Shounen",Movie,1,7.10,12676
2630,Doraemon Meets Hattori the Ninja,"Comedy, Kids, Sci-Fi, Shounen",Special,1,7.10,729
116,El Hazard: The Wanderers,"Adventure, Comedy, Fantasy, Romance",TV,26,7.10,9289
18001,Freezing Vibration,"Action, Drama, Ecchi, Harem, Martial Arts, Military, Romance, Sci-Fi, Seinen",TV,12,7.10,79298
13411,Guilty Crown: Lost Christmas,"Action, Drama, Sci-Fi, Super Power",OVA,1,7.10,51604
2389,Kagaku Ninja-tai Gatchaman,"Action, Adventure, Sci-Fi, Shounen",TV,105,7.10,4802
33740,Katekyo Hitman Reborn! x ēlDLIVE Special,"Shounen, Super Power",Special,1,7.10,4371
11355,"Kono Danshi, Uchuujin to Tatakaemasu.","Action, Fantasy, Shounen Ai, Super Power, Supernatural",OVA,1,7.10,12732
1184,Lost Universe,"Adventure, Comedy, Drama, Sci-Fi, Shounen, Space",TV,26,7.10,9293
3484,Maison Ikkoku: Prelude - Meguru Haru no Sakura no you ni...,"Comedy, Drama, Romance",Special,1,7.10,1672
3313,Montana Jones,"Adventure, Comedy",TV,52,7.10,784
8234,Muumin,"Adventure, Comedy, Fantasy, Slice of Life",TV,65,7.10,2090
1869,Nana Recaps,"Comedy, Drama, Music, Romance, Shoujo, Slice of Life",Special,3,7.10,11447
525,Otogizoushi,"Adventure, Drama, Fantasy, Historical",TV,26,7.10,10591
1122,Pokemon Advanced Generation: Rekkuu no Houmonsha Deoxys,"Action, Adventure, Comedy, Fantasy, Kids, Sci-Fi",Movie,1,7.10,45203
4026,Pokemon Diamond &amp; Pearl: Giratina to Sora no Hanataba Sheimi,"Action, Adventure, Fantasy, Kids",Movie,1,7.10,32654
6749,Prince of Tennis: The Band of Princes Film Kick the Future,"Action, Music",Music,1,7.10,3826
10824,Ranma ½: DoCo Music Video,"Comedy, Martial Arts, Music, Slice of Life",OVA,1,7.10,1775
169,Shingetsutan Tsukihime,"Action, Horror, Mystery, Romance, Super Power, Supernatural, Vampire",TV,12,7.10,90713
342,Starship Operators,"Drama, Military, Sci-Fi, Space",TV,13,7.10,9704
174,Tenjou Tenge,"Action, Comedy, Ecchi, Martial Arts, School, Shounen, Super Power",TV,24,7.10,103449
5895,Tistou Midori no Oyayubi,"Historical, Magic",Movie,1,7.10,332
1128,UFO Princess Valkyrie 2: Juunigatsu no Yasoukyoku,"Comedy, Romance, Sci-Fi",TV,12,7.10,6249
4415,World Destruction: Sekai Bokumetsu no Rokunin,"Adventure, Fantasy",TV,13,7.10,34732
1028,Arete Hime,"Fantasy, Magic",Movie,1,7.09,6042
33254,Arslan Senki (TV) OVA,"Adventure, Fantasy, Historical, Shounen",OVA,2,7.08,9823
3620,Blue Seed Omake,"Comedy, Parody",Special,14,7.09,1952
1014,Chicchana Yukitsukai Sugar Specials,"Comedy, Magic, Shoujo, Slice of Life",Special,2,7.09,3902
1311,Chobits Recap,"Comedy, Drama, Ecchi, Romance, Sci-Fi",Special,1,7.09,29986
4646,Cobra The Animation: The Psycho-Gun,"Action, Adventure, Mecha, Sci-Fi, Space",OVA,4,7.09,2843
5031,Cobra The Animation: Time Drive,"Action, Adventure, Sci-Fi, Space",OVA,2,7.09,2155
933,Dai Mahou Touge,"Comedy, Magic, Supernatural",OVA,4,7.09,19555
32494,Days (TV),"School, Shounen, Sports",TV,24,7.09,49219
7643,Domo-kun,"Comedy, Kids, Slice of Life",TV,Unknown,7.09,1167
892,Dragon Ball Movie 3: Makafushigi Daibouken,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen, Super Power",Movie,1,7.09,25740
899,Dragon Ball Z Movie 06: Gekitotsu!! 100-oku Power no Senshi-tachi,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1,7.09,55789
5072,Dragonaut: The Resonance Special,"Action, Mecha, Romance, Sci-Fi, Space",Special,1,7.09,6311
13163,Furusato Saisei: Nihon no Mukashibanashi,"Historical, Kids, Supernatural",TV,Unknown,7.09,6820
12225,Galaxy Angel S,"Comedy, Sci-Fi",Special,1,7.09,1205
2717,Ginga Tetsudou Monogatari: Eien e no Bunkiten,"Action, Adventure, Drama, Sci-Fi, Space",TV,24,7.09,2072
21431,Gokukoku no Brynhildr,"Drama, Mystery, Sci-Fi, Seinen",TV,13,7.09,159899
31368,Grisaia no Rakuen Specials,Ecchi,Special,5,7.09,15055
32700,Heart Realize,Music,Music,1,7.09,1626
24261,Hitsugi no Chaika OVA,"Action, Adventure, Comedy, Fantasy, Shounen",OVA,1,7.09,20605
3807,Honoo no Alpenrose: Judy &amp; Randy,"Drama, Historical, Romance, Shoujo",TV,20,7.09,979
3811,Hoshi no Oujisama Petit Prince,Adventure,TV,39,7.09,736
10934,Itsuka Tenma no Kuro Usagi OVA,"Comedy, Ecchi, Romance, Shounen, Supernatural, Vampire",OVA,1,7.09,13397
598,Jinzou Ningen Kikaider The Animation,"Action, Drama, Mecha, Sci-Fi, Shounen",TV,13,7.09,5881
31670,Kaitou Joker 3rd Season,"Adventure, Comedy, Mystery, Shounen",TV,13,7.09,1880
1457,Key the Metal Idol,"Action, Drama, Mecha, Music, Sci-Fi",OVA,15,7.09,7949
1573,Kishin Douji Zenki,"Action, Comedy, Drama, Ecchi, Fantasy, Horror, Magic, Shounen",TV,51,7.09,5936
7593,Kiss x Sis (TV),"Comedy, Ecchi, Harem, Romance, School, Seinen",TV,12,7.09,215361
4786,Kodomo no Jikan Recap,"Comedy, Ecchi, School",OVA,1,7.09,8228
17635,Koitabi: True Tours Nanto,Romance,Special,6,7.09,7452
10720,Korekuraide Utau,Music,Music,1,7.09,1395
3653,Kurogane no Linebarrels,"Action, Mecha, Sci-Fi",TV,24,7.09,30225
1435,Lupin III: Lupin vs. Fukusei-ningen,"Action, Adventure, Comedy, Mystery, Shounen",Movie,1,7.09,4969
3654,Macademi Wasshoi!,"Comedy, Ecchi, Fantasy, Romance, School, Supernatural",TV,12,7.09,29401
4202,Mokke Specials,"Mystery, Slice of Life, Supernatural",Special,2,7.09,1331
4051,Net Ghost Pipopa,"Action, Adventure, Comedy, Kids, Sci-Fi, Shounen",TV,51,7.09,913
621,Night Walker: Mayonaka no Tantei,"Action, Comedy, Horror, Mystery, Vampire",TV,12,7.09,11143
6884,Ookami to Koushinryou II Specials,Fantasy,Special,2,7.09,34903
607,Otogi Juushi Akazukin,"Adventure, Comedy, Fantasy",TV,39,7.09,3847
3847,Sekai Meisaku Douwa: Hakuchou no Ouji,Fantasy,Movie,1,7.09,809
1104,Shinkon Gattai Godannar!! 2nd Season,"Comedy, Ecchi, Mecha, Romance, Sci-Fi",TV,13,7.09,4865
5307,Sora wo Kakeru Shoujo,"Adventure, Comedy, Sci-Fi, Space",TV,26,7.09,17574
10821,Suite Precure♪ Movie: Torimodose! Kokoro ga Tsunaku Kiseki no Melody♪,"Fantasy, Kids, Magic, Shoujo",Movie,1,7.09,2874
8348,Tengen Toppa Gurren Lagann: Parallel Works 2,"Mecha, Music",Music,7,7.09,13361
21781,Tsubasa to Hotaru,"Romance, School, Shoujo",Special,1,7.09,6651
689,Uta Kata Special,"Drama, Magic",Special,1,7.09,4385
28257,Youkai Watch Movie 2: Enma Daiou to Itsutsu no Monogatari da Nyan!,"Comedy, Kids, Supernatural",Movie,1,7.10,560
311,Ace wo Nerae!,"Drama, Romance, School, Shoujo, Sports",TV,26,7.08,3945
3829,Anne no Nikki,"Drama, Historical",Movie,1,7.08,3159
14913,Battle Spirits: Sword Eyes,"Action, Shounen",TV,29,7.09,987
4535,Candy Boy: Nonchalant Talk of the Certain Twin Sisters in Daily Life,"Romance, School, Shoujo Ai",ONA,7,7.08,43338
21729,Cardfight!! Vanguard: Legion Mate-hen,"Action, Adventure, Demons, Game, Shounen",TV,33,7.08,5900
1049,Cello Hiki no Gauche (1982),"Drama, Fantasy, Kids, Music",Movie,1,7.08,6524
32240,Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku Kara Picture Drama,"Comedy, Ecchi, Military",Special,1,7.08,2188
3116,Dash! Yonkurou,"Action, Kids, Shounen, Sports",TV,25,7.08,895
984,Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",OVA,2,7.08,21043
1631,Eureka Seven: Navigation ray=out,"Mecha, Sci-Fi",Special,1,7.08,8630
31056,Fate/kaleid liner Prisma☆Illya 2wei Herz! Specials,"Comedy, Ecchi, Magic",Special,5,7.08,9949
30825,Gakkou no Kaidan: Kubinashi Rider!! Shi no Noroi,"Horror, Mystery, Supernatural",Special,1,7.08,2601
5534,Hai! Akko Desu,"Romance, Slice of Life",TV,164,7.08,296
4876,Hashire Melos!,"Action, Adventure, Historical",Movie,1,7.08,1932
20045,IS: Infinite Stratos 2 - Hitonatsu no Omoide,"Action, Comedy, Harem, Mecha, Sci-Fi",OVA,1,7.08,27030
5039,Kurozuka,"Action, Drama, Historical, Horror, Romance, Sci-Fi, Vampire",TV,12,7.08,52145
1438,Lupin III: Lupin Ansatsu Shirei,"Action, Adventure, Comedy, Shounen",Special,1,7.08,3006
2017,Mermaid&#039;s Scar,"Drama, Fantasy, Horror, Mystery",OVA,1,7.08,3552
20871,Nissan Serena x One Piece 3D: Mugiwara Chase - Sennyuu!! Sauzando Sanii-gou,"Comedy, Fantasy, Shounen",Special,1,7.08,5123
162,Pita Ten,"Comedy, Fantasy, Kids, Romance, School, Shounen",TV,26,7.08,16047
21027,Saibi,"Drama, Psychological, Thriller",Movie,1,7.08,1747
3751,Sekai Meisaku Douwa: Mori wa Ikiteiru,"Fantasy, Kids",Movie,1,7.08,926
8767,Shin Tenchi Muyou! Specials,"Comedy, Romance, Sci-Fi, Shounen",Special,6,7.08,2233
30375,Starmyu,"Music, School, Slice of Life",TV,12,7.08,21032
33033,Starmyu OVA,"Music, School, Slice of Life",OVA,2,7.08,2447
1584,Stratos 4 Advance Kanketsu-hen,"Comedy, Military, Sci-Fi",OVA,2,7.08,1876
1568,Sumomomo Momomo: Chijou Saikyou no Yome,"Comedy, Martial Arts, Romance",TV,22,7.08,31385
3419,Sumomomo Momomo: Chijou Saikyou no Yome Specials,"Comedy, Ecchi, Martial Arts, Romance",Special,2,7.08,7082
2491,Touch: Sebangou no Nai Ace,"Drama, Romance, Sports",Movie,1,7.08,1109
1925,Urusei Yatsura Movie 6: Itsudatte My Darling,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Movie,1,7.08,2553
1843,Yomigaeru Sora: Rescue Wings Special,"Drama, Military, Seinen",Special,1,7.08,1843
9331,Yumekui Merry,"Action, Shounen, Supernatural",TV,13,7.08,89183
2706,Bakusou Kyoudai Let&#039;s &amp; Go WGP,"Cars, Shounen, Sports",TV,51,7.07,2378
579,Battle Programmer Shirase,"Comedy, Ecchi, Sci-Fi",TV,15,7.07,22292
11285,Black★Rock Shooter (TV),"Action, Drama, School, Slice of Life",TV,8,7.07,198991
3407,Blassreiter,"Action, Sci-Fi",TV,24,7.07,55444
31105,Buddy Complex: Daremo Shiranai Ashita e,"Action, Mecha, Sci-Fi",ONA,1,7.07,987
31196,Cardfight!! Vanguard G: GIRS Crisis-hen,"Action, Game, Shounen",TV,26,7.07,3060
12255,Carnival Phantasm: Illya-jou,"Comedy, Parody",Special,1,7.07,19277
8358,Crayon Shin-chan Movie 01: Action Kamen vs. Haigure Maou,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1,7.07,1999
8360,Crayon Shin-chan Movie 06: Dengeki! Buta no Hizume Daisakusen,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1,7.07,1346
10017,Dragon Ball: Super Saiya-jin Zetsumetsu Keikaku,"Adventure, Fantasy, Martial Arts, Sci-Fi, Shounen, Super Power",OVA,1,7.07,15280
127,Gate Keepers,"Action, Comedy, Fantasy, Mecha, Sci-Fi, Shounen",TV,24,7.07,14582
2165,Gegege no Kitarou (2007),"Comedy, Fantasy, Horror",TV,100,7.07,1656
3579,Getter Robo,"Action, Mecha, Sci-Fi, Shounen",TV,51,7.07,2938
10950,Ghost in the Shell: Stand Alone Complex - Solid State Society 3D - Tachikoma no Hibi,"Comedy, Mecha, Sci-Fi",Special,3,7.07,3121
5217,Goal FH: Field Hunter,"Action, Sports",TV,39,7.07,737
30533,Gundam Build Fighters Try: Island Wars,"Action, Mecha, Sci-Fi",OVA,1,7.07,3569
25087,Ie Naki Ko Remi Specials (2001),"Adventure, Drama, Slice of Life",Special,2,7.07,313
4205,Kimikiss Pure Rouge Special,"Romance, School",Special,1,7.07,9144
6293,Koukou Butouden Crows,"Action, School, Shounen",OVA,2,7.07,1509
4078,Kyou no 5 no 2 Kagai Jugyou: Mizukake,"Comedy, Ecchi, School, Seinen",Special,1,7.07,4623
1399,Macross 7 Encore,"Action, Comedy, Drama, Mecha, Music, Sci-Fi, Shounen",OVA,3,7.07,5616
632,Mahoromatic End Year Special,"Comedy, Ecchi, Military, Romance, Sci-Fi",Special,1,7.07,4783
2751,Miyori no Mori,"Drama, Fantasy, Slice of Life",Special,1,7.07,6273
31138,Overlord: Ple Ple Pleiades,"Action, Comedy, Fantasy, Magic",Special,8,7.07,25625
6902,Saikyou Bushouden: Sangoku Engi,Historical,TV,52,7.07,1363
1260,Saint Seiya: Saishuu Seisen no Senshi-tachi,"Adventure, Sci-Fi, Shounen",Movie,1,7.07,8217
5203,Shin Maple Town Monogatari: Palm Town-hen,"Fantasy, Slice of Life",TV,44,7.07,589
4810,Shinzou Ningen Casshern,Action,TV,35,7.07,2822
2415,Super Fishing Grander Musashi,"Adventure, Sports",TV,25,7.07,1920
1208,Tatsu no Ko Tarou,"Adventure, Demons, Fantasy, Historical",Movie,1,7.07,1850
2097,Tokumu Sentai Shinesman,"Action, Comedy, Sci-Fi",OVA,2,7.07,1588
9874,Touhou Niji Sousaku Doujin Anime: Musou Kakyou,"Fantasy, Magic",OVA,2,7.07,18305
1892,YAT Anshin! Uchuu Ryokou 2,"Adventure, Comedy, Sci-Fi, Shounen",TV,25,7.07,486
15489,Yu☆Gi☆Oh! Zexal Second,"Action, Fantasy, Game, Shounen",TV,73,7.07,11293
18677,Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.,"Comedy, Ecchi, Fantasy, Romance",TV,12,7.07,115338
7669,&quot;Bungaku Shoujo&quot; Kyou no Oyatsu: Hatsukoi,"Comedy, Fantasy, School",OVA,1,7.06,14351
873,.hack//Roots,"Adventure, Drama, Fantasy, Game, Sci-Fi",TV,26,7.06,50480
9776,A-Channel,"Comedy, School, Seinen, Slice of Life",TV,12,7.06,58564
8,Beet the Vandel Buster,"Adventure, Fantasy, Shounen, Supernatural",TV,52,7.06,9848
13145,Cardfight!! Vanguard: Asia Circuit-hen,"Action, Adventure, Demons, Game, Shounen",TV,39,7.06,11031
30903,Children Record,Music,Music,2,7.06,745
16512,Devil Survivor 2 The Animation,"Action, Demons, Supernatural",TV,13,7.06,101266
1151,Dominion,"Comedy, Mecha, Police, Sci-Fi",OVA,4,7.06,7850
9314,Fractale,"Adventure, Fantasy, Sci-Fi",TV,11,7.06,55100
11809,gdgd Fairies,Comedy,TV,12,7.06,2284
5688,Gegege no Kitarou (1968),"Adventure, Comedy, Fantasy, Horror, Supernatural",TV,65,7.06,1276
2916,Genki Bakuhatsu Ganbaruger,"Mecha, Shounen",TV,47,7.06,367
456,Gokujou Seitokai,"Comedy, School, Slice of Life",TV,26,7.06,12234
1180,Hyper Police,"Action, Comedy, Police, Romance, Sci-Fi",TV,25,7.06,4973
10191,Katte ni Kaizou,"Comedy, Parody, School, Sci-Fi, Shounen",OVA,6,7.06,19904
1637,Kaze to Ki no Uta Sanctus: Sei Naru Kana,"Drama, Historical, Romance, Shoujo, Shounen Ai",OVA,1,7.06,6105
3281,Kinnikuman: Kinnikusei Oui Soudatsu-hen,"Action, Comedy, Shounen, Sports",TV,46,7.06,676
3019,Lupin III: Kiri no Elusive,"Action, Adventure, Comedy, Shounen",Special,1,7.06,2693
673,Mai-HiME Specials,Comedy,Special,27,7.06,9210
9712,Maria†Holic Alive,"Comedy, Parody, School, Shoujo Ai",TV,12,7.06,40502
32534,Monkey King: Hero Is Back,"Adventure, Fantasy, Historical, Martial Arts, Supernatural",Movie,1,7.08,499
16910,Namiuchigiwa no Muromi-san,"Comedy, Fantasy, Slice of Life",TV,13,7.06,25564
12119,Natsu-iro Kiseki,"School, Slice of Life, Supernatural",TV,12,7.06,26883
1152,New Dominion Tank Police,"Comedy, Mecha, Police, Sci-Fi, Shounen",OVA,6,7.06,5062
32468,Nirvana,Music,Music,1,7.06,1760
25099,Ore ga Ojousama Gakkou ni &quot;Shomin Sample&quot; Toshite Gets♥Sareta Ken,"Comedy, Ecchi, Harem, Romance, School",TV,12,7.06,77774
12281,Rinne no Lagrange Season 2,"Action, Comedy, Mecha, Sci-Fi",TV,12,7.06,19427
1710,Rockman.EXE,"Action, Adventure, Comedy, Game, Mecha, Sci-Fi, Shounen",TV,56,7.06,19212
12223,Scryed Alteration II: Quan,"Action, Adventure, Sci-Fi, Shounen, Super Power",Movie,1,7.06,2438
31374,Shingeki! Kyojin Chuugakkou,"Comedy, Parody, School, Shounen",TV,12,7.06,52928
32409,Shinmai Maou no Testament Burst Specials,"Comedy, Demons, Ecchi",Special,5,7.06,3495
10014,Shouwa Monogatari,"Drama, Historical",TV,13,7.06,3563
3174,Sola Specials,"Comedy, Romance, Slice of Life, Supernatural",Special,2,7.06,12223
21409,The iDOLM@STER Cinderella Girls 2nd Anniversary PV,Music,Music,1,7.06,2408
1897,Zettai Muteki Raijin-Oh,"Adventure, Mecha, School, Sci-Fi, Shounen",TV,51,7.06,592
308,Zettai Shounen,"Drama, Fantasy, Mystery, Sci-Fi, Shounen",TV,26,7.06,11165
2404,Zombie-Loan,"Action, Horror, Shounen, Supernatural",TV,11,7.06,93637
10737,A-Channel: +A-Channel,"Comedy, School, Seinen, Slice of Life",Special,11,7.05,12631
8285,Ai no Senshi Rainbowman,"Action, Adventure, Mecha, Sci-Fi",TV,22,7.05,524
1798,Animation Seisaku Shinkou Kuromi-chan 2,"Comedy, Drama, Parody",OVA,1,7.05,3841
834,Bleach: The Sealed Sword Frenzy,"Adventure, Comedy, Drama, Fantasy, Shounen, Supernatural",Special,1,7.05,73241
2692,CB Chara Go Nagai World,"Action, Comedy, Parody",OVA,3,7.05,989
1844,CLAMP Gakuen Tanteidan,"Action, Comedy, Mystery",TV,26,7.05,7830
8728,Code Geass: Hangyaku no Lelouch - Kiseki no Birthday Picture Drama,"School, Supernatural",Special,1,7.05,18422
2172,Crayon Shin-chan Movie 15: Arashi wo Yobu Utau Ketsu dake Bakudan!,"Comedy, Ecchi, Kids, School",Movie,1,7.05,1051
2595,D.C.II: Da Capo II,"Drama, Ecchi, Romance, School",TV,13,7.05,25225
502,Dragon Ball Movie 1: Shen Long no Densetsu,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Movie,1,7.05,30279
22695,Dragon Ball Z: Summer Vacation Special,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",Special,1,7.05,4251
870,Dragon Half,"Comedy, Fantasy, Parody",OVA,2,7.05,11596
1465,Hakaima Sadamitsu,"Action, Mecha, School, Sci-Fi, Seinen",TV,10,7.05,3300
2749,Heisei Inu Monogatari Bow,"Adventure, Comedy",TV,40,7.05,428
811,I&#039;&#039;s Pure,"Comedy, Drama, Ecchi, Romance, School",OVA,6,7.05,17276
4935,Ikkyuu-san,"Comedy, Historical, Kids",TV,296,7.05,720
6566,It&#039;s a Rumic World: 50th Anniversary Weekly★Shonen Sunday,"Comedy, Sci-Fi",Special,1,7.05,2087
143,Kannazuki no Miko,"Drama, Magic, Mecha, Romance, Shoujo Ai, Shounen, Supernatural",TV,12,7.05,42927
3318,Kimi ga Nozomu Eien: Next Season,"Drama, Romance",OVA,4,7.05,21064
5235,Live On Cardliver Kakeru,"Fantasy, Game",TV,51,7.05,528
1400,Macross 7 Movie: Ginga ga Ore wo Yondeiru!,"Action, Adventure, Comedy, Drama, Mecha, Music, Sci-Fi, Shounen",Movie,1,7.05,5270
4807,Mashin Eiyuuden Wataru 2,"Adventure, Comedy, Mecha",TV,46,7.05,492
2573,Minami no Niji no Lucy,"Adventure, Drama, Slice of Life",TV,50,7.05,742
196,Onegai☆Twins,"Comedy, Drama, Harem, School, Sci-Fi",TV,12,7.05,59164
19845,Ore no Imouto ga Konnani Kawaii Wake ga Nai.: SD Chara ni Yoru Short Movie,Comedy,Special,13,7.05,6311
31231,Pokemon the Movie XY&amp;Z: Volcanion to Karakuri no Magiana,"Adventure, Fantasy, Kids",Movie,1,7.05,3572
34325,Pokemon XY&amp;Z Specials,"Action, Adventure, Comedy, Fantasy, Kids",Special,2,7.05,1454
1119,Pokemon: Celebi Toki wo Koeta Deai,"Adventure, Comedy, Drama, Fantasy, Kids",Movie,1,7.05,58359
1553,Queen Emeraldas,"Action, Adventure, Sci-Fi",OVA,4,7.05,3279
1489,Renkin San-kyuu Magical? Pokaan Specials,"Comedy, Ecchi, Magic, Parody, Vampire",Special,3,7.05,4684
10572,Ro-Kyu-Bu!,"Comedy, Ecchi, School, Sports",TV,12,7.05,46940
1256,Saint Seiya: Jashin Eris,"Adventure, Sci-Fi, Shounen",Movie,1,7.05,10277
789,Shinigami no Ballad.,"Drama, Fantasy, Psychological, Supernatural",TV,6,7.05,32297
14617,Stranger: Mukou Hadan Pilot,"Action, Adventure, Historical, Samurai, Seinen",Special,1,7.05,4741
24133,Taimadou Gakuen 35 Shiken Shoutai,"Action, Ecchi, Fantasy, Harem, Military, Romance, Supernatural",TV,12,7.05,99133
10923,Tantei Opera Milky Holmes: Summer Special,"Comedy, Mystery, Super Power",Special,1,7.05,5050
15673,Tell Your World,Music,Music,1,7.05,2630
1720,To Heart 2 OVA,"Comedy, Drama, Harem, Romance, School",OVA,3,7.05,4754
30547,Touhou Niji Sousaku Doujin Anime: Musou Kakyou Special,"Fantasy, Magic",OVA,1,7.05,2540
26453,Tribe Cool Crew,"Music, School",TV,50,7.05,3334
5992,Tsuyoshi Shikkari Shinasai,"Comedy, Drama, Romance, School, Shounen, Slice of Life",TV,112,7.05,550
2006,Yu☆Gi☆Oh! (1999),"Adventure, Comedy, Fantasy, Game, Shounen",Movie,1,7.05,26934
303,Aa! Megami-sama!: Chichaitte Koto wa Benri da ne,"Comedy, Magic, Supernatural",TV,48,7.04,15937
3266,Ai Yori Aoshi: Enishi - Miyuki,"Comedy, Drama, Romance",Special,1,7.04,12647
3359,Amatsuki,"Action, Fantasy, Historical, Shoujo, Supernatural",TV,13,7.04,41920
280,Animal Yokochou,"Adventure, Comedy, Fantasy, Shoujo",TV,51,7.04,1511
1797,Animation Seisaku Shinkou Kuromi-chan,"Comedy, Drama, Parody",OVA,1,7.04,5794
5116,Candy Boy Episode: EX01 - Mirai Yohouzu,"School, Shoujo Ai, Slice of Life",OVA,1,7.04,16405
27653,Crayon Shin-chan Movie 23: Ora no Hikkoshi Monogatari - Saboten Daisuugeki,"Comedy, Kids, Shounen",Movie,1,7.04,478
17827,Daitoshokan no Hitsujikai,"Harem, Romance, School",TV,12,7.04,46874
8624,Digimon Xros Wars,"Action, Adventure, Comedy, Fantasy, Shounen",TV,30,7.04,22723
28221,Etotama,"Action, Comedy, Fantasy",TV,12,7.04,36463
5155,Genji Monogatari Sennenki,"Drama, Historical, Romance",TV,11,7.04,8554
19261,Gintama x Mameshiba,"Comedy, Parody",Special,6,7.04,5566
18343,Girls und Panzer: Fushou - Akiyama Yukari no Sensha Kouza,"Military, School",Special,6,7.04,5867
2280,Hare Tokidoki Buta (TV),Comedy,TV,61,7.04,607
2999,Hi no Tori: Yamato-hen,"Drama, Historical",OVA,1,7.04,1069
10079,Hoshizora e Kakaru Hashi,"Comedy, Ecchi, Harem, Romance, School",TV,12,7.04,85178
21511,Kantai Collection: KanColle,"Action, Military, School, Sci-Fi, Slice of Life",TV,12,7.04,100999
32376,Kindaichi Shounen no Jikenbo Returns 2nd Season: Akechi Keibu no Jikenbo,"Mystery, Shounen",Special,1,7.04,625
15819,Kindaichi Shounen no Jikenbo: Kuromajutsu Satsujin Jiken-hen,"Mystery, Shounen",OVA,2,7.04,782
580,Kogepan,Comedy,TV,10,7.04,4436
10122,Kowarekake no Orgel Special,"Drama, Music, Sci-Fi, Seinen, Slice of Life",Special,1,7.04,7198
1431,Lupin III: Ai no Da Capo - Fujiko&#039;s Unlucky Days,"Action, Adventure, Comedy, Shounen",Special,1,7.04,3279
1504,Macross Flash Back 2012,"Drama, Mecha, Military, Sci-Fi",OVA,1,7.04,5199
31884,Mahoutsukai Precure!,"Action, Fantasy, Magic, School, Shoujo, Slice of Life",TV,48,7.04,3865
1951,Manie-Manie: Meikyuu Monogatari,"Adventure, Fantasy, Horror, Sci-Fi, Supernatural",Movie,3,7.04,9568
4232,Mobile Suit Gundam MS IGLOO 2: Gravity of the Battlefront,"Mecha, Sci-Fi",OVA,3,7.04,6864
30514,Nisekoimonogatari,Music,ONA,1,7.04,17116
12591,Ojamajo Doremi OVA,"Kids, Magic",OVA,3,7.04,799
