image_id,lefteye_x,lefteye_y,righteye_x,righteye_y,nose_x,nose_y,leftmouth_x,leftmouth_y,rightmouth_x,rightmouth_y
002800.jpg,71,111,107,110,96,139,72,154,104,153
002801.jpg,70,111,107,111,86,134,72,152,104,152
002802.jpg,68,111,108,112,83,141,67,150,112,152
002803.jpg,69,111,108,111,87,138,74,153,103,151
002804.jpg,70,109,106,112,98,126,75,153,105,153
002805.jpg,70,110,106,111,95,133,74,153,104,154
002806.jpg,70,115,110,109,95,139,71,153,100,150
002807.jpg,68,112,109,112,92,134,74,151,103,151
002808.jpg,69,111,108,112,88,133,74,150,104,153
002809.jpg,70,112,108,110,92,139,73,153,102,152
002810.jpg,70,110,107,111,93,135,74,153,104,153
002811.jpg,73,111,105,109,99,138,75,156,100,153
002812.jpg,70,110,107,111,87,136,74,153,103,153
002813.jpg,68,112,109,112,91,134,65,151,112,151
002814.jpg,70,110,106,111,99,133,75,152,103,154
002815.jpg,69,111,107,111,85,135,69,152,108,153
002816.jpg,69,112,108,111,89,139,71,152,105,152
002817.jpg,68,113,110,112,88,143,67,150,109,150
002818.jpg,70,109,106,112,101,132,75,154,105,153
002819.jpg,71,111,106,110,84,135,72,153,104,154
002820.jpg,72,112,107,109,78,130,75,155,99,152
002821.jpg,69,112,108,112,90,133,71,150,106,152
002822.jpg,74,110,104,109,101,134,72,156,104,155
002823.jpg,66,110,109,114,79,138,68,151,112,150
002824.jpg,66,112,110,113,91,130,71,150,107,150
002825.jpg,69,113,109,111,93,132,68,152,106,150
002826.jpg,68,112,109,112,89,133,75,151,102,152
002827.jpg,68,111,108,112,80,136,69,151,108,152
002828.jpg,69,111,108,111,87,133,71,151,106,153
002829.jpg,70,110,107,111,92,135,75,153,103,153
002830.jpg,69,111,108,111,88,129,72,152,105,152
002831.jpg,67,112,110,113,86,142,69,150,109,151
002832.jpg,68,112,109,111,91,141,69,152,107,150
002833.jpg,70,111,108,111,84,135,74,152,103,152
002834.jpg,70,111,107,111,84,136,69,152,107,153
002835.jpg,70,111,107,110,86,132,73,152,103,153
002836.jpg,68,111,109,112,86,138,68,151,110,151
002837.jpg,68,111,109,112,94,130,69,151,109,151
002838.jpg,68,112,109,112,85,131,68,151,109,151
002839.jpg,69,112,108,111,86,136,66,152,110,151
002840.jpg,70,111,107,111,84,133,74,152,102,153
002841.jpg,69,111,108,111,85,135,75,152,102,152
002842.jpg,70,111,107,111,91,130,71,154,106,152
002843.jpg,69,110,107,112,96,133,75,153,103,152
002844.jpg,71,111,107,111,89,136,74,153,102,153
002845.jpg,69,111,108,112,90,128,74,152,103,152
002846.jpg,69,112,109,111,83,138,69,152,108,151
002847.jpg,69,112,108,111,89,136,70,151,106,153
002848.jpg,70,110,106,111,85,136,74,152,104,154
002849.jpg,70,110,106,111,86,135,67,152,111,154
002850.jpg,69,111,108,111,88,134,74,153,103,151
002851.jpg,68,111,108,112,94,131,70,151,107,151
002852.jpg,71,109,105,112,82,138,79,153,101,155
002853.jpg,72,111,106,110,102,130,73,154,103,155
002854.jpg,69,112,108,112,95,129,67,152,110,151
002855.jpg,69,111,108,112,81,136,71,151,107,153
002856.jpg,68,112,109,112,89,136,70,152,107,150
002857.jpg,70,111,107,111,92,138,74,153,103,153
002858.jpg,68,111,108,112,89,136,71,152,106,150
002859.jpg,70,111,107,111,88,133,72,153,106,153
002860.jpg,72,111,106,109,78,132,74,154,101,154
002861.jpg,69,112,108,111,91,139,71,151,106,152
002862.jpg,68,112,109,112,90,134,69,151,108,151
002863.jpg,69,113,109,111,91,140,68,152,108,151
002864.jpg,69,110,107,112,83,142,71,152,107,153
002865.jpg,71,109,105,112,79,135,77,153,103,155
002866.jpg,69,112,109,111,94,139,70,152,105,150
002867.jpg,69,112,108,111,88,135,70,151,106,152
002868.jpg,69,110,106,112,92,133,76,154,103,152
002869.jpg,69,111,108,111,89,134,73,152,104,152
002870.jpg,70,111,107,111,89,135,75,152,102,152
002871.jpg,68,112,109,111,91,140,70,152,106,150
002872.jpg,68,111,108,113,88,135,68,151,111,152
002873.jpg,68,112,109,112,90,129,68,152,109,150
002874.jpg,69,111,108,111,94,134,70,152,107,152
002875.jpg,69,112,108,112,86,136,74,151,103,152
002876.jpg,69,111,107,112,89,135,74,152,104,152
002877.jpg,71,111,106,110,78,132,74,152,102,156
002878.jpg,67,111,110,113,83,138,72,150,106,150
002879.jpg,70,111,107,111,80,136,72,153,104,153
002880.jpg,67,112,110,112,91,138,65,150,111,150
002881.jpg,69,111,108,112,88,136,70,152,107,151
002882.jpg,71,110,106,111,84,136,75,153,102,154
002883.jpg,71,110,106,111,90,136,75,153,103,154
002884.jpg,72,111,106,109,99,135,71,155,104,152
002885.jpg,70,110,106,111,93,130,76,153,102,153
002886.jpg,69,111,108,111,90,130,73,153,104,151
002887.jpg,70,112,108,111,87,131,72,153,104,151
002888.jpg,70,111,107,111,94,134,73,152,104,154
002889.jpg,69,112,109,111,89,138,69,152,107,150
002890.jpg,68,111,108,112,85,136,72,151,106,151
002891.jpg,72,110,105,110,102,132,78,152,99,157
002892.jpg,70,111,107,111,95,134,70,153,107,153
002893.jpg,68,111,108,112,89,140,68,152,110,151
002894.jpg,68,108,106,114,80,141,75,151,107,154
002895.jpg,71,109,105,111,96,133,76,153,102,155
002896.jpg,69,112,108,111,97,137,73,153,104,151
002897.jpg,69,112,108,111,87,136,71,151,106,153
002898.jpg,70,111,107,111,80,135,73,153,104,152
002899.jpg,69,112,108,112,84,139,69,150,108,153
002900.jpg,70,111,107,111,91,133,73,152,104,154
002901.jpg,69,111,107,112,85,137,73,151,104,153
002902.jpg,72,109,104,110,78,135,77,154,102,156
002903.jpg,69,110,107,113,75,137,74,150,106,155
002904.jpg,70,109,106,112,78,132,75,152,105,155
002905.jpg,73,111,105,108,93,133,72,157,102,153
002906.jpg,71,112,107,110,98,138,74,155,101,151
002907.jpg,70,112,107,111,87,141,71,152,105,153
002908.jpg,69,108,106,114,81,142,72,150,111,155
002909.jpg,68,112,109,112,80,137,69,149,108,152
002910.jpg,71,111,106,110,81,136,75,154,102,153
002911.jpg,68,112,109,112,94,132,72,149,105,152
002912.jpg,70,111,107,111,98,139,72,153,104,152
002913.jpg,67,112,110,112,92,139,65,150,111,150
002914.jpg,70,111,107,110,75,132,73,154,104,152
002915.jpg,67,114,111,111,82,118,70,151,104,148
002916.jpg,71,113,108,109,100,137,69,155,105,151
002917.jpg,69,112,108,111,89,135,72,152,105,151
002918.jpg,69,111,108,111,95,135,71,152,107,151
002919.jpg,68,113,110,111,87,126,73,151,103,150
002920.jpg,70,113,109,109,97,145,70,154,103,150
002921.jpg,70,111,107,111,89,127,73,153,104,152
002922.jpg,67,111,109,113,97,135,70,151,108,150
002923.jpg,67,112,110,112,82,139,66,149,111,151
002924.jpg,69,111,108,112,86,133,76,152,102,152
002925.jpg,70,111,107,111,90,119,74,152,103,153
002926.jpg,71,111,107,110,94,139,69,152,107,154
002927.jpg,69,113,109,110,93,139,68,152,107,150
002928.jpg,69,111,108,111,93,140,71,152,106,152
002929.jpg,68,112,109,112,89,131,70,151,108,151
002930.jpg,77,108,100,108,114,139,79,159,98,158
002931.jpg,69,111,108,112,93,137,72,152,105,152
002932.jpg,69,111,107,111,92,135,76,152,101,153
002933.jpg,68,112,110,112,91,138,71,150,106,150
002934.jpg,71,110,105,111,87,130,76,153,102,154
002935.jpg,69,111,107,111,90,134,72,152,105,152
002936.jpg,67,112,109,112,87,142,67,149,110,152
002937.jpg,67,112,110,112,88,146,71,150,106,150
002938.jpg,67,113,110,112,92,144,64,150,112,150
002939.jpg,68,109,107,113,72,141,70,148,110,155
002940.jpg,70,109,105,112,86,142,74,152,105,155
002941.jpg,72,111,105,110,95,135,75,154,101,154
002942.jpg,70,112,107,110,77,130,71,153,104,152
002943.jpg,71,111,107,110,83,133,73,154,104,153
002944.jpg,67,111,109,112,83,137,62,151,116,150
002945.jpg,70,111,107,111,96,133,73,153,104,152
002946.jpg,68,107,105,115,69,142,70,148,114,158
002947.jpg,70,111,107,111,82,133,71,153,106,153
002948.jpg,69,111,108,111,95,136,73,152,104,152
002949.jpg,72,110,106,110,95,134,74,155,102,153
002950.jpg,69,112,108,111,87,137,69,151,107,153
002951.jpg,71,110,106,111,89,136,77,152,100,155
002952.jpg,69,112,108,111,80,138,71,152,105,152
002953.jpg,69,111,108,112,91,134,71,152,106,152
002954.jpg,70,111,107,110,78,136,70,152,106,153
002955.jpg,68,112,109,112,92,139,68,151,109,150
002956.jpg,70,112,108,110,83,127,74,152,101,152
002957.jpg,69,111,108,111,90,136,72,152,105,152
002958.jpg,68,111,109,112,76,143,67,150,111,152
002959.jpg,72,112,106,109,74,133,75,152,100,156
002960.jpg,67,112,110,113,86,128,67,149,111,151
002961.jpg,70,111,107,111,86,130,70,153,107,152
002962.jpg,82,106,96,105,104,136,82,164,93,163
002963.jpg,69,110,107,112,91,126,72,151,106,153
002964.jpg,69,113,109,111,99,141,64,152,112,151
002965.jpg,71,111,106,110,81,133,72,154,104,153
002966.jpg,69,112,109,111,90,132,67,152,109,150
002967.jpg,69,111,108,112,86,138,71,152,106,152
002968.jpg,67,112,110,113,84,136,67,150,110,151
002969.jpg,68,112,109,111,90,131,68,151,108,152
002970.jpg,68,112,109,112,89,138,70,150,107,152
002971.jpg,70,111,107,111,77,136,72,152,104,153
002972.jpg,71,109,105,111,97,134,77,153,102,156
002973.jpg,70,112,108,110,88,129,70,153,105,152
002974.jpg,70,111,107,111,85,136,71,153,105,152
002975.jpg,69,111,108,111,88,131,75,152,102,153
002976.jpg,71,110,105,111,95,135,72,155,106,153
002977.jpg,70,111,107,111,77,135,72,152,105,154
002978.jpg,70,110,106,111,78,135,72,152,106,154
002979.jpg,70,111,107,111,79,137,72,153,105,153
002980.jpg,69,112,108,111,83,132,71,152,105,152
002981.jpg,70,111,107,111,88,136,75,153,102,153
002982.jpg,68,111,109,112,83,139,67,151,110,151
002983.jpg,68,112,109,112,84,139,68,152,109,150
002984.jpg,69,111,108,111,86,138,69,152,108,151
002985.jpg,71,111,107,110,79,129,74,153,102,153
002986.jpg,71,111,107,110,84,133,73,153,103,153
002987.jpg,68,112,109,111,90,129,68,151,108,152
002988.jpg,68,112,109,112,80,139,71,152,106,150
002989.jpg,71,113,108,109,98,139,69,156,104,150
002990.jpg,70,110,106,111,78,140,70,154,107,152
002991.jpg,70,111,108,111,83,133,73,152,104,152
002992.jpg,69,110,107,112,92,131,75,154,103,151
002993.jpg,67,112,110,112,95,133,67,151,110,150
002994.jpg,69,112,108,111,95,133,70,152,107,151
002995.jpg,71,111,106,110,78,134,74,154,102,153
002996.jpg,68,112,110,112,86,140,67,151,109,151
002997.jpg,67,112,110,113,78,138,67,148,111,152
002998.jpg,67,112,110,112,87,142,66,149,110,151
002999.jpg,67,112,110,112,86,141,66,150,110,150
003000.jpg,68,111,108,112,87,138,72,152,105,151
003001.jpg,69,111,108,111,81,138,71,151,106,152
003002.jpg,68,112,109,111,94,132,67,151,109,152
003003.jpg,69,112,108,111,93,140,69,153,107,151
003004.jpg,67,111,109,113,87,137,68,150,110,151
003005.jpg,70,111,107,111,94,137,72,154,105,152
003006.jpg,69,110,107,112,93,129,75,152,103,153
003007.jpg,70,112,107,110,88,137,70,151,105,154
003008.jpg,68,112,109,112,91,138,70,151,107,152
003009.jpg,69,111,108,112,86,138,73,153,104,150
003010.jpg,70,111,107,111,88,135,73,152,104,153
003011.jpg,69,111,108,112,88,130,74,151,104,152
003012.jpg,68,112,109,112,92,135,68,152,109,150
003013.jpg,74,110,104,109,100,131,78,157,98,155
003014.jpg,74,109,103,109,100,133,77,157,100,155
003015.jpg,70,112,108,110,83,128,73,153,101,152
003016.jpg,68,111,108,112,93,134,66,151,112,153
003017.jpg,72,110,105,111,101,136,75,155,102,154
003018.jpg,67,112,110,112,88,139,67,151,110,149
003019.jpg,69,111,107,111,88,139,73,152,104,153
003020.jpg,70,111,107,111,93,138,71,152,106,153
003021.jpg,69,111,108,112,91,135,72,152,106,152
003022.jpg,70,110,106,111,94,132,72,153,106,154
003023.jpg,68,111,108,112,82,136,72,150,106,153
003024.jpg,70,112,108,110,84,128,69,153,106,151
003025.jpg,70,111,107,111,87,129,73,152,104,153
003026.jpg,68,112,109,112,88,136,66,151,111,151
003027.jpg,67,112,109,112,91,138,67,149,110,152
003028.jpg,69,111,108,111,86,135,71,153,106,151
003029.jpg,70,111,107,111,87,133,74,153,102,153
003030.jpg,67,114,111,111,95,140,65,151,110,148
003031.jpg,69,111,108,111,90,134,73,152,105,152
003032.jpg,70,111,107,111,82,136,74,153,103,153
003033.jpg,68,110,108,113,98,123,75,149,104,153
003034.jpg,70,112,107,110,87,134,68,154,107,152
003035.jpg,69,110,107,113,92,130,72,151,108,153
003036.jpg,71,111,107,110,90,135,70,153,106,153
003037.jpg,68,112,109,112,86,137,72,150,105,151
003038.jpg,69,110,107,112,80,140,73,151,105,154
003039.jpg,70,111,107,111,91,137,72,154,104,152
003040.jpg,71,110,106,111,73,134,71,153,107,155
003041.jpg,67,112,110,112,89,138,62,151,115,150
003042.jpg,69,110,107,112,86,147,73,153,106,152
003043.jpg,69,112,108,111,89,134,74,151,103,152
003044.jpg,69,111,107,111,91,133,70,151,107,153
003045.jpg,72,111,106,109,100,137,75,155,100,153
003046.jpg,69,112,108,111,83,136,73,150,103,153
003047.jpg,70,111,107,110,83,128,74,153,102,153
003048.jpg,69,113,109,110,102,136,66,154,108,149
003049.jpg,69,111,108,111,88,131,76,152,101,153
003050.jpg,68,113,110,111,95,143,67,150,108,151
003051.jpg,69,112,108,111,82,129,71,153,105,151
003052.jpg,68,112,109,112,84,133,71,151,106,151
003053.jpg,70,111,107,111,90,138,73,152,105,153
003054.jpg,69,112,108,111,90,136,71,152,105,152
003055.jpg,73,107,102,111,105,127,79,155,102,157
003056.jpg,69,110,107,112,85,141,73,151,105,153
003057.jpg,72,110,105,110,99,132,77,155,100,154
003058.jpg,69,113,109,111,97,140,66,153,109,149
003059.jpg,69,110,107,112,88,138,70,153,109,151
003060.jpg,69,112,109,111,84,129,71,152,104,151
003061.jpg,67,111,109,113,90,130,69,150,109,151
003062.jpg,69,107,105,114,73,133,79,151,104,156
003063.jpg,72,113,108,108,84,126,72,155,100,151
003064.jpg,71,111,106,111,87,136,73,154,104,153
003065.jpg,70,110,107,111,88,138,73,152,105,153
003066.jpg,68,111,109,112,90,128,71,152,107,150
003067.jpg,69,112,108,112,89,136,72,151,105,152
003068.jpg,69,112,109,111,90,138,68,151,107,152
003069.jpg,69,111,107,111,82,135,68,152,109,153
003070.jpg,71,110,106,111,93,135,73,154,105,154
003071.jpg,68,111,108,112,94,132,71,152,107,151
003072.jpg,68,112,109,111,91,131,66,150,110,152
003073.jpg,67,112,110,112,87,138,66,150,110,151
003074.jpg,70,111,108,111,89,134,74,153,102,152
003075.jpg,68,111,108,112,90,128,73,151,104,152
003076.jpg,68,111,109,112,90,137,67,150,111,152
003077.jpg,68,112,110,112,87,135,69,151,107,150
003078.jpg,68,111,108,112,82,138,68,151,109,152
003079.jpg,69,112,108,111,92,144,68,155,108,149
003080.jpg,70,111,107,111,83,137,74,152,104,153
003081.jpg,66,112,110,113,86,137,66,150,111,149
003082.jpg,67,112,110,112,84,147,65,149,112,151
003083.jpg,69,111,108,111,88,131,70,152,107,152
003084.jpg,69,111,108,112,88,136,71,152,106,151
003085.jpg,69,111,108,112,86,132,68,151,109,153
003086.jpg,69,111,108,111,95,138,74,153,102,152
003087.jpg,72,110,105,110,75,132,74,155,102,154
003088.jpg,69,112,108,111,86,140,67,152,109,152
003089.jpg,70,111,107,111,83,134,73,152,104,153
003090.jpg,69,112,108,111,85,127,73,153,104,151
003091.jpg,67,112,109,113,91,137,72,151,106,150
003092.jpg,68,111,109,112,82,135,67,149,111,152
003093.jpg,70,112,108,111,103,136,69,153,107,152
003094.jpg,73,109,103,110,75,133,78,155,100,156
003095.jpg,70,111,108,111,82,134,68,152,108,153
003096.jpg,69,111,108,111,94,135,71,153,106,151
003097.jpg,68,111,109,112,78,137,66,150,112,152
003098.jpg,71,110,106,111,99,134,73,154,105,154
003099.jpg,67,112,110,113,93,132,65,149,112,151
003100.jpg,70,111,107,111,80,134,73,153,104,153
003101.jpg,70,110,106,112,72,137,71,153,108,153
003102.jpg,68,112,109,112,87,139,69,150,109,151
003103.jpg,69,112,109,110,91,142,69,150,106,153
003104.jpg,70,111,107,111,87,136,73,152,104,153
003105.jpg,68,111,108,112,87,132,69,151,108,152
003106.jpg,68,111,108,112,87,140,70,152,108,151
003107.jpg,69,110,107,112,94,133,75,152,104,153
003108.jpg,71,109,105,112,107,134,73,154,106,153
003109.jpg,70,110,106,111,96,130,72,153,106,154
003110.jpg,71,110,106,111,89,135,71,153,106,154
003111.jpg,70,111,107,111,88,137,73,153,104,152
003112.jpg,69,112,108,111,89,136,71,151,105,152
003113.jpg,69,111,108,112,84,141,69,151,108,153
003114.jpg,70,112,108,110,84,137,70,153,105,151
003115.jpg,74,108,102,110,107,130,76,156,102,157
003116.jpg,68,111,108,112,76,142,66,150,112,153
003117.jpg,69,111,108,112,91,135,74,152,104,152
003118.jpg,69,111,108,111,87,132,71,152,107,152
003119.jpg,67,112,110,112,84,139,63,150,114,151
003120.jpg,70,111,107,111,92,132,74,153,103,153
003121.jpg,70,111,107,111,84,134,74,153,103,153
003122.jpg,69,112,108,111,88,127,72,152,104,151
003123.jpg,68,112,109,112,97,140,70,152,107,150
003124.jpg,68,111,109,112,90,136,72,151,106,151
003125.jpg,70,110,107,111,89,134,70,153,108,153
003126.jpg,69,111,108,112,84,135,70,152,107,151
003127.jpg,68,112,109,112,90,141,68,150,109,152
003128.jpg,72,111,105,109,88,132,75,155,101,154
003129.jpg,71,110,105,111,83,135,73,154,105,154
003130.jpg,67,113,111,112,91,132,65,150,110,150
003131.jpg,70,111,108,111,82,133,73,152,103,152
003132.jpg,68,110,108,112,86,139,70,150,109,153
003133.jpg,69,111,108,111,90,131,73,152,104,152
003134.jpg,71,111,107,110,83,139,74,153,102,153
003135.jpg,79,113,102,103,72,130,74,162,94,156
003136.jpg,85,104,92,104,64,136,86,165,91,167
003137.jpg,71,112,107,109,98,134,67,154,107,152
003138.jpg,69,111,107,112,91,135,76,152,102,152
003139.jpg,67,112,110,112,88,135,68,150,109,150
003140.jpg,69,112,109,111,90,138,71,151,105,152
003141.jpg,68,111,108,113,85,142,69,150,110,152
003142.jpg,69,111,108,112,85,140,72,153,105,151
003143.jpg,69,111,107,111,88,136,75,153,102,152
003144.jpg,69,111,108,111,90,136,73,153,104,151
003145.jpg,68,113,110,111,95,134,70,151,105,149
003146.jpg,72,110,106,110,77,131,71,154,105,155
003147.jpg,69,112,108,111,88,138,70,152,106,152
003148.jpg,71,111,106,111,83,134,71,153,106,154
003149.jpg,72,111,106,110,81,133,72,153,104,155
003150.jpg,69,110,107,112,77,140,74,151,105,153
003151.jpg,68,113,110,111,94,131,68,152,107,149
003152.jpg,67,106,105,117,100,125,80,149,106,156
003153.jpg,69,112,108,111,90,140,72,152,105,152
003154.jpg,71,109,105,111,104,132,73,154,105,154
003155.jpg,69,112,108,111,90,135,69,151,107,152
003156.jpg,69,111,108,112,89,129,75,151,103,153
003157.jpg,70,112,108,111,87,128,74,152,102,152
003158.jpg,67,113,111,111,87,138,68,150,107,150
003159.jpg,70,112,108,110,82,136,72,152,104,153
003160.jpg,67,112,109,112,87,133,70,150,107,151
003161.jpg,67,113,110,112,87,134,69,150,107,150
003162.jpg,70,112,108,111,86,133,73,152,103,152
003163.jpg,68,113,109,111,88,133,71,151,104,151
003164.jpg,70,111,107,110,82,133,73,153,102,153
003165.jpg,69,111,108,111,88,137,73,153,104,152
003166.jpg,68,110,107,113,93,125,73,151,107,153
003167.jpg,69,112,108,111,92,137,74,153,102,151
003168.jpg,71,113,108,109,99,134,73,157,101,148
003169.jpg,76,107,100,109,107,132,80,162,99,156
003170.jpg,69,112,109,111,82,137,69,152,106,151
003171.jpg,69,112,109,111,86,136,69,153,107,150
003172.jpg,78,104,96,109,111,129,80,158,102,165
003173.jpg,69,111,107,112,88,137,71,152,107,152
003174.jpg,70,111,107,111,86,134,73,152,103,154
003175.jpg,71,109,105,111,92,123,74,154,105,155
003176.jpg,71,109,105,112,97,129,72,153,107,154
003177.jpg,69,112,108,111,78,127,69,152,108,151
003178.jpg,69,112,109,111,92,136,68,152,108,151
003179.jpg,70,113,108,109,74,132,73,152,101,152
003180.jpg,70,111,107,111,92,135,76,153,101,153
003181.jpg,69,110,107,112,95,133,76,152,103,153
003182.jpg,72,111,106,109,78,134,75,154,100,154
003183.jpg,70,109,105,112,99,133,77,153,103,154
003184.jpg,69,113,109,111,93,141,64,152,111,151
003185.jpg,68,113,110,111,96,140,66,151,108,150
003186.jpg,67,112,109,112,91,134,69,150,109,151
003187.jpg,67,112,110,112,89,131,70,150,106,150
003188.jpg,69,111,108,112,83,138,72,152,105,152
003189.jpg,70,111,107,110,86,129,73,152,103,153
003190.jpg,69,111,108,112,90,137,71,153,107,151
003191.jpg,68,112,109,112,86,124,69,151,109,151
003192.jpg,70,112,108,110,85,131,73,151,103,153
003193.jpg,67,113,110,112,86,138,65,149,111,150
003194.jpg,73,109,104,110,76,130,76,155,102,156
003195.jpg,68,112,109,111,97,136,67,152,109,151
003196.jpg,67,111,109,113,86,135,69,151,109,150
003197.jpg,68,112,109,112,78,133,71,151,106,151
003198.jpg,73,112,106,108,73,129,73,156,101,153
003199.jpg,68,111,108,112,90,132,72,152,105,151
003200.jpg,67,113,110,112,88,141,68,150,108,150
003201.jpg,66,112,110,113,86,133,68,150,110,150
003202.jpg,69,112,108,111,99,140,70,152,106,152
003203.jpg,68,112,109,112,85,141,64,150,113,151
003204.jpg,70,111,107,111,90,134,74,152,103,153
003205.jpg,71,109,105,112,100,128,77,154,103,155
003206.jpg,70,111,107,111,88,132,72,153,105,152
003207.jpg,70,112,108,110,98,139,68,152,107,152
003208.jpg,68,112,109,111,84,132,68,151,109,151
003209.jpg,68,113,110,111,96,145,64,151,111,150
003210.jpg,70,110,107,111,95,127,72,152,106,153
003211.jpg,73,110,105,109,77,130,74,156,101,154
003212.jpg,71,109,105,111,99,133,76,156,103,153
003213.jpg,71,111,107,110,77,132,69,153,107,153
003214.jpg,69,111,108,111,85,136,71,153,106,151
003215.jpg,68,111,108,112,89,139,71,151,107,152
003216.jpg,69,111,108,112,85,137,70,152,108,152
003217.jpg,67,112,110,112,86,142,67,150,110,150
003218.jpg,68,111,108,112,90,134,74,152,104,151
003219.jpg,68,112,109,111,88,132,66,152,110,150
003220.jpg,68,112,109,111,92,133,71,151,105,151
003221.jpg,70,111,107,111,92,134,73,153,104,153
003222.jpg,70,112,107,110,94,136,75,153,101,153
003223.jpg,67,112,110,112,81,141,69,149,108,151
003224.jpg,70,111,107,110,88,135,73,153,103,153
003225.jpg,70,110,107,111,91,137,74,152,103,153
003226.jpg,69,112,109,111,88,134,74,152,102,151
003227.jpg,70,112,108,110,83,130,74,152,101,152
003228.jpg,67,110,109,114,86,139,69,150,111,150
003229.jpg,70,111,107,111,87,136,75,152,102,154
003230.jpg,69,111,108,111,88,130,73,152,104,152
003231.jpg,69,112,108,111,87,139,70,151,106,152
003232.jpg,70,111,107,111,88,138,75,153,103,153
003233.jpg,70,111,107,111,91,140,72,153,104,152
003234.jpg,71,111,106,111,84,133,74,154,103,153
003235.jpg,68,112,109,112,90,132,68,150,109,152
003236.jpg,72,114,108,108,101,138,68,157,104,149
003237.jpg,70,110,107,112,83,137,73,152,105,153
003238.jpg,69,111,108,111,82,133,73,152,104,153
003239.jpg,69,112,108,111,91,141,69,152,108,151
003240.jpg,68,110,108,113,81,140,72,149,108,153
003241.jpg,71,111,107,110,88,130,73,153,103,154
003242.jpg,69,110,107,112,93,135,71,152,108,152
003243.jpg,68,112,109,111,89,127,74,152,102,150
003244.jpg,71,109,105,111,96,137,75,153,104,155
003245.jpg,68,110,107,113,80,138,71,152,109,152
003246.jpg,69,111,108,111,88,126,74,152,103,152
003247.jpg,69,111,108,112,93,134,74,152,104,152
003248.jpg,67,113,110,112,88,137,64,151,113,149
003249.jpg,76,107,100,108,64,139,75,158,102,159
003250.jpg,69,111,107,112,95,136,71,151,107,153
003251.jpg,69,111,108,111,89,135,74,152,104,152
003252.jpg,71,109,105,111,87,139,75,154,104,155
003253.jpg,70,110,106,111,88,133,74,153,104,154
003254.jpg,71,111,106,110,81,137,74,153,102,154
003255.jpg,71,111,106,110,82,132,75,154,101,153
003256.jpg,70,111,107,111,87,139,75,153,102,152
003257.jpg,68,111,108,112,88,135,72,151,105,152
003258.jpg,71,110,106,110,88,131,75,153,102,154
003259.jpg,69,109,106,112,73,135,73,151,106,154
003260.jpg,69,111,108,111,87,136,71,152,106,152
003261.jpg,71,110,106,111,94,135,75,154,103,153
003262.jpg,69,112,108,111,88,131,72,152,105,152
003263.jpg,68,111,108,112,91,136,73,152,104,151
003264.jpg,71,110,105,111,86,131,73,154,105,154
003265.jpg,70,111,107,111,87,136,73,152,104,153
003266.jpg,72,110,105,110,78,131,74,155,103,153
003267.jpg,69,112,108,111,89,135,72,152,104,152
003268.jpg,68,111,108,112,88,136,71,151,107,151
003269.jpg,70,110,107,111,83,134,75,153,103,152
003270.jpg,68,112,109,112,88,133,68,150,109,152
003271.jpg,72,110,104,110,71,136,76,155,101,155
003272.jpg,70,112,108,110,96,141,71,154,104,151
003273.jpg,68,111,108,112,85,141,70,152,108,151
003274.jpg,69,111,108,112,85,133,67,151,110,152
003275.jpg,69,111,108,112,81,138,67,151,110,152
003276.jpg,72,112,107,109,98,134,74,154,100,153
003277.jpg,71,112,107,110,95,140,72,152,103,153
003278.jpg,70,113,109,110,89,139,74,153,101,151
003279.jpg,69,112,108,111,85,139,66,154,110,150
003280.jpg,69,112,108,111,96,139,67,152,109,151
003281.jpg,69,111,108,112,93,134,72,152,106,152
003282.jpg,69,111,108,112,87,134,71,151,107,152
003283.jpg,69,111,108,112,79,141,70,152,108,152
003284.jpg,68,111,108,112,85,137,66,152,111,151
003285.jpg,71,110,105,111,91,135,69,155,109,153
003286.jpg,69,109,106,113,80,141,73,152,108,154
003287.jpg,68,112,109,112,91,139,70,150,107,152
003288.jpg,68,111,109,112,86,133,70,151,107,151
003289.jpg,67,112,110,112,84,133,66,151,110,149
003290.jpg,69,111,108,111,92,137,74,152,103,151
003291.jpg,68,112,109,112,90,136,69,152,108,151
003292.jpg,71,111,106,111,92,134,73,154,104,153
003293.jpg,69,111,108,112,90,129,73,152,105,152
003294.jpg,70,111,107,111,89,134,72,152,105,153
003295.jpg,70,111,107,111,88,135,73,152,104,153
003296.jpg,69,112,108,111,89,136,67,151,110,152
003297.jpg,69,112,108,111,90,136,72,152,105,151
003298.jpg,67,112,110,112,88,133,69,149,107,152
003299.jpg,69,112,108,111,89,135,73,151,104,152
003300.jpg,68,112,109,112,88,136,70,150,107,151
003301.jpg,68,111,109,112,87,138,71,151,106,152
003302.jpg,69,112,108,111,95,137,69,153,107,151
003303.jpg,69,111,108,111,87,127,69,153,108,151
003304.jpg,68,111,108,112,83,138,71,151,106,152
003305.jpg,69,112,108,111,80,139,71,150,106,153
003306.jpg,70,112,108,110,97,133,67,153,107,152
003307.jpg,73,108,103,110,105,128,75,159,104,153
003308.jpg,68,111,108,112,89,138,70,151,109,152
003309.jpg,71,111,107,110,85,133,72,153,105,153
003310.jpg,70,112,108,111,83,133,72,152,104,153
003311.jpg,70,111,107,110,88,128,72,154,104,152
003312.jpg,69,112,109,111,99,138,71,153,105,150
003313.jpg,67,113,110,112,93,136,67,150,110,150
003314.jpg,69,111,108,112,93,139,69,151,107,152
